run_name,mean_voltage_difference_integral_vs,std_voltage_difference_integral_vs,min_voltage_difference_integral_vs,max_voltage_difference_integral_vs,valid_trial_count,trial_indices_used,trial_integrals_vs,st_1_frequency_name,st_1_frequency_hz,st_2_frequency_name,st_2_frequency_hz,st_3_frequency_name,st_3_frequency_hz,st_4_frequency_name,st_4_frequency_hz,frequency_st1_hz,frequency_st2_hz,frequency_st3_hz
st1_331_hz__st2_451_hz__st3_61_hz__st4_1_hz,1.0895203067748799e-05,9.451255696098563e-06,5.747448600046391e-07,2.5359344038782677e-05,5,1;2;3;4;5,1.841412203993e-05;6.847950600025e-06;3.279853800003e-06;2.535934403878e-05;5.747448600046e-07,331_hz,331,451_hz,451,61_hz,61,1_hz,1,331,451,61
st1_331_hz__st2_451_hz__st3_91_hz__st4_1_hz,2.061807590375761e-05,2.1053366458819005e-05,5.747448600046391e-07,4.902310901881355e-05,5,1;2;3;4;5,4.336472123994e-05;6.847950600025e-06;3.279853800003e-06;4.902310901881e-05;5.747448600046e-07,331_hz,331,451_hz,451,91_hz,91,1_hz,1,331,451,91
st1_331_hz__st2_451_hz__st3_121_hz__st4_1_hz,2.185447316254738e-05,2.3053975985780388e-05,5.747448600046391e-07,5.733265523393261e-05,5,1;2;3;4;5,5.733265523393e-05;6.847950600025e-06;3.279853800003e-06;4.123716131877e-05;5.747448600046e-07,331_hz,331,451_hz,451,121_hz,121,1_hz,1,331,451,121
st1_331_hz__st2_451_hz__st3_151_hz__st4_1_hz,1.9139702333752094e-05,1.915635704200644e-05,4.210603127988155e-06,5.6276670160754914e-05,5,1;2;3;4;5,1.841412203993e-05;7.524810360066e-06;9.272305980024e-06;5.627667016075e-05;4.210603127988e-06,331_hz,331,451_hz,451,151_hz,151,1_hz,1,331,451,151
st1_331_hz__st2_451_hz__st3_181_hz__st4_1_hz,3.53224307109351e-05,1.6355814298387137e-05,6.847950600025188e-06,5.263091114399432e-05,5,1;2;3;4;5,4.641983783992e-05;6.847950600025e-06;5.263091114399e-05;2.814461921880e-05;4.256883475193e-05,331_hz,331,451_hz,451,181_hz,181,1_hz,1,331,451,181
st1_331_hz__st2_451_hz__st3_211_hz__st4_1_hz,3.0383511294949234e-05,8.237553699944272e-06,1.4861520036002496e-05,3.753837266399218e-05,5,1;2;3;4;5,3.575321751590e-05;3.753837266399e-05;1.486152003600e-05;3.451244951886e-05;2.925199673999e-05,331_hz,331,451_hz,451,211_hz,211,1_hz,1,331,451,211
st1_331_hz__st2_451_hz__st3_241_hz__st4_1_hz,3.163297059575077e-05,9.90076229373845e-06,2.174625972000688e-05,4.596216711478946e-05,5,1;2;3;4;5,4.045863452396e-05;2.174625972001e-05;2.174787252000e-05;4.596216711479e-05;2.824991910000e-05,331_hz,331,451_hz,451,241_hz,241,1_hz,1,331,451,241
st1_331_hz__st2_451_hz__st3_271_hz__st4_1_hz,3.4925914161331244e-05,1.0518984905567801e-05,1.809517643994729e-05,5.025611865596135e-05,5,1;2;3;4;5,3.635806859996e-05;5.025611865596e-05;1.809517643995e-05;3.901614293879e-05;3.090406417201e-05,331_hz,331,451_hz,451,271_hz,271,1_hz,1,331,451,271
st1_331_hz__st2_451_hz__st3_301_hz__st4_1_hz,3.0101422142160138e-05,9.874484434540412e-06,1.9612003086024245e-05,4.7726117640098384e-05,5,1;2;3;4;5,2.723317961389e-05;1.961200308602e-05;4.772611764010e-05;3.294479207878e-05;2.299101829201e-05,331_hz,331,451_hz,451,301_hz,301,1_hz,1,331,451,301
st1_331_hz__st2_451_hz__st3_331_hz__st4_1_hz,3.355499715334733e-05,2.123366155347961e-05,5.747448600046391e-07,6.07703573339606e-05,5,1;2;3;4;5,6.077035733396e-05;2.248463836802e-05;5.096437892997e-05;3.298086627478e-05;5.747448600046e-07,331_hz,331,451_hz,451,331_hz,331,1_hz,1,331,451,331
st1_331_hz__st2_451_hz__st3_361_hz__st4_1_hz,4.153180607135002e-05,2.1653165200629138e-05,6.847950600025188e-06,7.232485753799201e-05,5,1;2;3;4;5,3.250906613990e-05;6.847950600025e-06;4.422518046010e-05;5.175197561873e-05;7.232485753799e-05,331_hz,331,451_hz,451,361_hz,361,1_hz,1,331,451,361
st1_331_hz__st2_451_hz__st3_391_hz__st4_1_hz,5.033394911555419e-05,2.7948894542310083e-05,2.60759485800205e-06,8.968556501093156e-05,5,1;2;3;4;5,8.968556501093e-05;5.537806243202e-05;5.691654522004e-05;4.708197805678e-05;2.607594858002e-06,331_hz,331,451_hz,451,391_hz,391,1_hz,1,331,451,391
st1_331_hz__st2_451_hz__st3_421_hz__st4_1_hz,4.2320007016559556e-05,1.3524579308424972e-05,2.504453958003805e-05,5.983987997884507e-05,5,1;2;3;4;5,5.657393879993e-05;2.504453958004e-05;3.439702832392e-05;5.983987997885e-05;3.574464840007e-05,331_hz,331,451_hz,451,421_hz,421,1_hz,1,331,451,421
st1_331_hz__st2_451_hz__st3_451_hz__st4_1_hz,5.1534165826827616e-05,2.3100888709593247e-05,2.0410631100103992e-05,7.800592446004645e-05,5,1;2;3;4;5,6.712964044916e-05;2.041063110010e-05;2.741123376002e-05;6.471339936481e-05;7.800592446005e-05,331_hz,331,451_hz,451,451_hz,451,1_hz,1,331,451,451
st1_331_hz__st2_451_hz__st3_481_hz__st4_1_hz,4.128293846374823e-05,1.9737759480620335e-05,2.1922288199999196e-05,7.2591739019906e-05,5,1;2;3;4;5,7.259173901991e-05;2.192228820000e-05;5.627968254006e-05;2.624460869876e-05;2.937637386002e-05,331_hz,331,451_hz,451,481_hz,481,1_hz,1,331,451,481
st1_331_hz__st2_451_hz__st3_511_hz__st4_1_hz,3.856900235973348e-05,1.5258907958758507e-05,1.5732233999982136e-05,5.7561996358792414e-05,5,1;2;3;4;5,4.698658144796e-05;1.573223399998e-05;4.629719030397e-05;5.756199635879e-05;2.626700968797e-05,331_hz,331,451_hz,451,511_hz,511,1_hz,1,331,451,511
st1_331_hz__st2_451_hz__st3_541_hz__st4_1_hz,5.287619605532646e-05,1.8998610757940123e-05,1.5095734379934333e-05,6.464232450008324e-05,5,1;2;3;4;5,6.008249928590e-05;6.002974574994e-05;6.464232450008e-05;6.453067636077e-05;1.509573437993e-05,331_hz,331,451_hz,451,541_hz,541,1_hz,1,331,451,541
st1_331_hz__st2_451_hz__st3_571_hz__st4_1_hz,6.850991655353999e-05,1.688944158599876e-05,5.113167767991922e-05,9.334906612906796e-05,5,1;2;3;4;5,5.113167767992e-05;9.334906612907e-05;5.334068304004e-05;8.348758643866e-05;6.124056948001e-05,331_hz,331,451_hz,451,571_hz,571,1_hz,1,331,451,571
st1_331_hz__st2_481_hz__st3_1_hz__st4_1_hz,1.0503592286402187e-05,7.639934197108518e-06,0.0,1.8929229300024275e-05,5,1;2;3;4;5,0.000000000000e+00;1.572017724004e-05;1.519478485197e-05;2.673770039974e-06;1.892922930002e-05,331_hz,331,481_hz,481,1_hz,1,1_hz,1,331,481,1
st1_331_hz__st2_481_hz__st3_31_hz__st4_1_hz,1.8901116590414048e-05,1.2875455728350847e-05,2.673770039973711e-06,3.9071066760082426e-05,5,1;2;3;4;5,1.026921744001e-05;2.729674386004e-05;1.519478485197e-05;2.673770039974e-06;3.907106676008e-05,331_hz,331,481_hz,481,31_hz,31,1_hz,1,331,481,31
st1_331_hz__st2_481_hz__st3_61_hz__st4_1_hz,2.2318904565357157e-05,8.753210499197067e-06,1.4428711259971418e-05,3.605464401482562e-05,5,1;2;3;4;5,1.604940839998e-05;1.572017724004e-05;2.934158191197e-05;1.442871125997e-05;3.605464401483e-05,331_hz,331,481_hz,481,61_hz,61,1_hz,1,331,481,61
st1_331_hz__st2_481_hz__st3_91_hz__st4_1_hz,1.5842811113997435e-05,3.731273706420972e-06,9.56389607998931e-06,2.093348681997398e-05,5,1;2;3;4;5,1.780171057801e-05;1.572017724004e-05;1.519478485197e-05;9.563896079989e-06;2.093348681997e-05,331_hz,331,481_hz,481,91_hz,91,1_hz,1,331,481,91
st1_331_hz__st2_481_hz__st3_121_hz__st4_1_hz,1.8595931929201727e-05,7.1358907215843336e-06,8.86944425399494e-06,3.090922153198561e-05,5,1;2;3;4;5,8.869444253995e-06;1.572017724004e-05;3.090922153199e-05;1.855158731996e-05;1.892922930002e-05,331_hz,331,481_hz,481,121_hz,121,1_hz,1,331,481,121
st1_331_hz__st2_481_hz__st3_151_hz__st4_1_hz,3.06703541412047e-05,1.879652711318211e-05,1.5194784851971234e-05,6.0703420373973286e-05,5,1;2;3;4;5,1.563951366003e-05;1.678203648008e-05;1.519478485197e-05;6.070342037397e-05;4.503201533997e-05,331_hz,331,481_hz,481,151_hz,151,1_hz,1,331,481,151
st1_331_hz__st2_481_hz__st3_181_hz__st4_1_hz,3.17059687656146e-05,1.1932195152439012e-05,1.3032176759941727e-05,5.04365760359754e-05,5,1;2;3;4;5,1.303217675994e-05;3.175591158003e-05;5.043657603598e-05;2.916944089208e-05;3.413573856004e-05,331_hz,331,481_hz,481,181_hz,181,1_hz,1,331,481,181
st1_331_hz__st2_481_hz__st3_211_hz__st4_1_hz,2.8497870774376672e-05,1.7837728115165232e-05,1.5271034400071716e-05,6.346414474381787e-05,5,1;2;3;4;5,1.643812887600e-05;2.293429068004e-05;2.438175517196e-05;1.527103440007e-05;6.346414474382e-05,331_hz,331,481_hz,481,211_hz,211,1_hz,1,331,481,211
st1_331_hz__st2_481_hz__st3_241_hz__st4_1_hz,2.4500746274402906e-05,1.3694036766721627e-05,0.0,4.025495375996613e-05,5,1;2;3;4;5,0.000000000000e+00;3.170681748005e-05;2.102612371198e-05;4.025495375997e-05;2.951583642002e-05,331_hz,331,481_hz,481,241_hz,241,1_hz,1,331,481,241
st1_331_hz__st2_481_hz__st3_271_hz__st4_1_hz,3.783939715798192e-05,1.7966429026366666e-05,5.831616059948086e-06,5.915556601203097e-05,5,1;2;3;4;5,5.831616059948e-06;4.900060380602e-05;3.988527541193e-05;3.532392449998e-05;5.915556601203e-05,331_hz,331,481_hz,481,271_hz,271,1_hz,1,331,481,271
st1_331_hz__st2_481_hz__st3_301_hz__st4_1_hz,2.939933915641041e-05,1.547940081596186e-05,1.038193991995673e-05,5.4607808358016904e-05,5,1;2;3;4;5,1.662352813801e-05;2.986062328804e-05;5.460780835802e-05;1.038193991996e-05;3.552279607803e-05,331_hz,331,481_hz,481,301_hz,301,1_hz,1,331,481,301
st1_331_hz__st2_481_hz__st3_331_hz__st4_1_hz,3.242712451318797e-05,1.1313075229980221e-05,1.8929229300024275e-05,4.852715088600121e-05,5,1;2;3;4;5,4.852715088600e-05;2.468312146804e-05;4.291435141189e-05;2.708176949999e-05;1.892922930002e-05,331_hz,331,481_hz,481,331_hz,331,1_hz,1,331,481,331
st1_331_hz__st2_481_hz__st3_361_hz__st4_1_hz,3.90290990767122e-05,1.7503660503434066e-05,2.229610789797054e-05,7.195090336563046e-05,5,1;2;3;4;5,2.229610789797e-05;3.276763538404e-05;4.037297551196e-05;2.775787322395e-05;7.195090336563e-05,331_hz,331,481_hz,481,361_hz,361,1_hz,1,331,481,361
st1_331_hz__st2_481_hz__st3_391_hz__st4_1_hz,4.367569742928778e-05,2.0415377770645868e-05,1.8929229300024275e-05,6.949683331196888e-05,5,1;2;3;4;5,4.384530317701e-05;6.310370569146e-05;6.949683331197e-05;2.300341566598e-05;1.892922930002e-05,331_hz,331,481_hz,481,391_hz,391,1_hz,1,331,481,391
st1_331_hz__st2_481_hz__st3_421_hz__st4_1_hz,4.8025282978795265e-05,1.4262163095029422e-05,2.7246559319987762e-05,7.202685958206807e-05,5,1;2;3;4;5,4.677842988001e-05;4.534782839998e-05;4.872673771194e-05;2.724655931999e-05;7.202685958207e-05,331_hz,331,481_hz,481,421_hz,421,1_hz,1,331,481,421
st1_331_hz__st2_481_hz__st3_451_hz__st4_1_hz,4.8241857315637075e-05,1.967418898074918e-05,2.235059262002959e-05,8.121047130005693e-05,5,1;2;3;4;5,5.623429242608e-05;4.013545626005e-05;4.127847397198e-05;2.235059262003e-05;8.121047130006e-05,331_hz,331,481_hz,481,451_hz,451,1_hz,1,331,481,451
st1_331_hz__st2_481_hz__st3_481_hz__st4_1_hz,4.5497020994279654e-05,1.7815668864779377e-05,1.572017724004171e-05,6.83791060140271e-05,5,1;2;3;4;5,3.907793064602e-05;1.572017724004e-05;5.699677720131e-05;4.731111387000e-05;6.837910601403e-05,331_hz,331,481_hz,481,481_hz,481,1_hz,1,331,481,481
st1_331_hz__st2_481_hz__st3_511_hz__st4_1_hz,5.041011874677593e-05,2.2645114158797982e-05,1.8547629119969323e-05,7.199194500001754e-05,5,1;2;3;4;5,2.741036670000e-05;1.854762911997e-05;6.739009637391e-05;6.671055653999e-05;7.199194500002e-05,331_hz,331,481_hz,481,511_hz,511,1_hz,1,331,481,511
st1_331_hz__st2_481_hz__st3_541_hz__st4_1_hz,5.29686208871806e-05,1.2509251006128177e-05,3.983104350017142e-05,7.10069774039014e-05,5,1;2;3;4;5,7.100697740390e-05;3.983104350017e-05;6.475997145592e-05;4.636597409993e-05;4.287913797598e-05,331_hz,331,481_hz,481,541_hz,541,1_hz,1,331,481,541
st1_331_hz__st2_481_hz__st3_571_hz__st4_1_hz,5.678501803340888e-05,2.1356401617556462e-05,3.4437459419886515e-05,9.354173598004751e-05,5,1;2;3;4;5,4.818454441204e-05;4.085817160300e-05;6.690317875207e-05;3.443745941989e-05;9.354173598005e-05,331_hz,331,481_hz,481,571_hz,571,1_hz,1,331,481,571
st1_331_hz__st2_511_hz__st3_1_hz__st4_1_hz,1.2589141391979863e-05,9.231248417021939e-06,0.0,2.5512732000021465e-05,5,1;2;3;4;5,1.922949863992e-05;0.000000000000e+00;2.551273200002e-05;1.311146099996e-05;5.092015319996e-06,331_hz,331,511_hz,511,1_hz,1,1_hz,1,331,511,1
st1_331_hz__st2_511_hz__st3_31_hz__st4_1_hz,1.4642984879981168e-05,1.1373897687817748e-05,0.0,2.9498716079923162e-05,5,1;2;3;4;5,2.949871607992e-05;0.000000000000e+00;2.551273200002e-05;1.311146099996e-05;5.092015319996e-06,331_hz,331,511_hz,511,31_hz,31,1_hz,1,331,511,31
st1_331_hz__st2_511_hz__st3_61_hz__st4_1_hz,1.3526650583978172e-05,8.64143460688014e-06,0.0,2.551273200002147e-05,5,1;2;3;4;5,1.922949863992e-05;0.000000000000e+00;2.551273200002e-05;1.311146099996e-05;9.779561279988e-06,331_hz,331,511_hz,511,61_hz,61,1_hz,1,331,511,61
st1_331_hz__st2_511_hz__st3_91_hz__st4_1_hz,1.9096118751577573e-05,1.5920314053932684e-05,0.0,4.487425939788958e-05,5,1;2;3;4;5,4.487425939789e-05;0.000000000000e+00;2.551273200002e-05;2.000158703998e-05;5.092015319996e-06,331_hz,331,511_hz,511,91_hz,91,1_hz,1,331,511,91
st1_331_hz__st2_511_hz__st3_121_hz__st4_1_hz,2.7821571904784737e-05,2.293714312722146e-05,0.0,6.0074085869982194e-05,5,1;2;3;4;5,4.686917261393e-05;0.000000000000e+00;2.551273200002e-05;6.007408586998e-05;6.651869039986e-06,331_hz,331,511_hz,511,121_hz,121,1_hz,1,331,511,121
st1_331_hz__st2_511_hz__st3_151_hz__st4_1_hz,2.128059774358565e-05,1.8520712851893985e-05,6.768597600403937e-07,5.3930742281955994e-05,5,1;2;3;4;5,1.922949863992e-05;6.768597600404e-07;2.551273200002e-05;5.393074228196e-05;7.053156035994e-06,331_hz,331,511_hz,511,151_hz,151,1_hz,1,331,511,151
st1_331_hz__st2_511_hz__st3_181_hz__st4_1_hz,2.872915487277916e-05,1.955343804453398e-05,5.849314200026546e-06,6.0238653984018295e-05,5,1;2;3;4;5,4.136254541985e-05;5.849314200027e-06;6.023865398402e-05;1.589673617998e-05;2.029852458001e-05,331_hz,331,511_hz,511,181_hz,181,1_hz,1,331,511,181
st1_331_hz__st2_511_hz__st3_211_hz__st4_1_hz,3.036445013879702e-05,1.5206415013966542e-05,9.676867283993363e-06,5.323711017595351e-05,5,1;2;3;4;5,5.323711017595e-05;9.676867283993e-06;2.551273200002e-05;2.226522137404e-05;4.113031985997e-05,331_hz,331,511_hz,511,211_hz,211,1_hz,1,331,511,211
st1_331_hz__st2_511_hz__st3_241_hz__st4_1_hz,2.6563218026362524e-05,1.8855995786683015e-05,0.0,4.9793460012040323e-05,5,1;2;3;4;5,1.922949863992e-05;0.000000000000e+00;4.979346001204e-05;1.737379817997e-05;4.641933329989e-05,331_hz,331,511_hz,511,241_hz,241,1_hz,1,331,511,241
st1_331_hz__st2_511_hz__st3_271_hz__st4_1_hz,3.98635173359662e-05,8.811780834889745e-06,2.6371668959879192e-05,5.406256357201149e-05,5,1;2;3;4;5,2.637166895988e-05;3.791892898798e-05;4.032805463997e-05;4.063637051999e-05;5.406256357201e-05,331_hz,331,511_hz,511,271_hz,271,1_hz,1,331,511,271
st1_331_hz__st2_511_hz__st3_301_hz__st4_1_hz,4.0131178958507314e-05,2.9172606006813566e-05,0.0,8.816642892004734e-05,5,1;2;3;4;5,3.860788721389e-05;0.000000000000e+00;8.816642892005e-05;4.948332402060e-05;2.439825463800e-05,331_hz,331,511_hz,511,301_hz,301,1_hz,1,331,511,301
st1_331_hz__st2_511_hz__st3_331_hz__st4_1_hz,3.00904592327636e-05,2.0128647925547834e-05,8.962944228001895e-06,5.7321559097916336e-05,5,1;2;3;4;5,5.732155909792e-05;8.962944228002e-06;5.118836958002e-05;1.311146099996e-05;1.986796225792e-05,331_hz,331,511_hz,511,331_hz,331,1_hz,1,331,511,331
st1_331_hz__st2_511_hz__st3_361_hz__st4_1_hz,4.185541624317085e-05,1.3273628353410017e-05,2.8777180140027172e-05,5.810346025202085e-05,5,1;2;3;4;5,3.332444273989e-05;3.114274892402e-05;2.877718014003e-05;5.792924915989e-05;5.810346025202e-05,331_hz,331,511_hz,511,361_hz,361,1_hz,1,331,511,361
st1_331_hz__st2_511_hz__st3_391_hz__st4_1_hz,6.476667795897402e-05,5.293263651981456e-05,1.0833551999989144e-05,0.0001351303554600364,5,1;2;3;4;5,1.227661738289e-04;2.475582186602e-05;1.351303554600e-04;3.034748663993e-05;1.083355199999e-05,331_hz,331,511_hz,511,391_hz,391,1_hz,1,331,511,391
st1_331_hz__st2_511_hz__st3_421_hz__st4_1_hz,5.2295243932810325e-05,2.0443368007895855e-05,2.9712174480078788e-05,8.528116013995224e-05,5,1;2;3;4;5,8.528116013995e-05;4.220724330000e-05;3.817763708397e-05;6.609800466006e-05;2.971217448008e-05,331_hz,331,511_hz,511,421_hz,421,1_hz,1,331,511,421
st1_331_hz__st2_511_hz__st3_451_hz__st4_1_hz,4.5943641888794156e-05,2.263501330042326e-05,5.76908604008608e-06,7.13772339839408e-05,5,1;2;3;4;5,7.137723398394e-05;5.769086040086e-06;6.021302297191e-05;3.921056820001e-05;5.314829824803e-05,331_hz,331,511_hz,511,451_hz,451,1_hz,1,331,511,451
st1_331_hz__st2_511_hz__st3_481_hz__st4_1_hz,6.276602461679367e-05,2.950011089856366e-05,2.2223835270056978e-05,0.00010956533783386123,5,1;2;3;4;5,1.095653378339e-04;2.222383527006e-05;5.929271100003e-05;4.553904491997e-05;7.720919406005e-05,331_hz,331,511_hz,511,481_hz,481,1_hz,1,331,511,481
st1_331_hz__st2_511_hz__st3_511_hz__st4_1_hz,4.6219537922385366e-05,2.8163153184370297e-05,8.537830559940397e-06,9.101385871202461e-05,5,1;2;3;4;5,5.677119363593e-05;8.537830559940e-06;9.101385871202e-05;4.904980235998e-05;2.572500434405e-05,331_hz,331,511_hz,511,511_hz,511,1_hz,1,331,511,511
st1_331_hz__st2_511_hz__st3_541_hz__st4_1_hz,5.12161249924498e-05,1.4714385183929877e-05,3.439827467990875e-05,7.058674544389645e-05,5,1;2;3;4;5,7.058674544390e-05;3.478746344763e-05;6.355469702888e-05;5.275344436193e-05;3.439827467991e-05,331_hz,331,511_hz,511,541_hz,541,1_hz,1,331,511,541
st1_331_hz__st2_511_hz__st3_571_hz__st4_1_hz,6.159275263220928e-05,1.4608266941621561e-05,3.851708201990101e-05,8.445993535798751e-05,5,1;2;3;4;5,3.851708201990e-05;6.024145621299e-05;6.444269667014e-05;8.445993535799e-05;6.030259290003e-05,331_hz,331,511_hz,511,571_hz,571,1_hz,1,331,511,571
st1_331_hz__st2_541_hz__st3_1_hz__st4_1_hz,2.5619023598390664e-05,2.1373340603843652e-05,2.405273219996396e-06,6.0655379706004575e-05,5,1;2;3;4;5,6.065537970600e-05;9.791733222011e-06;2.405273219996e-06;3.900451391999e-05;1.623821792395e-05,331_hz,331,541_hz,541,1_hz,1,1_hz,1,331,541,1
st1_331_hz__st2_541_hz__st3_31_hz__st4_1_hz,2.767286708639197e-05,2.4851783930546484e-05,2.405273219996396e-06,7.09245971460111e-05,5,1;2;3;4;5,7.092459714601e-05;9.791733222011e-06;2.405273219996e-06;3.900451391999e-05;1.623821792395e-05,331_hz,331,541_hz,541,31_hz,31,1_hz,1,331,541,31
st1_331_hz__st2_541_hz__st3_61_hz__st4_1_hz,2.5619023598390664e-05,2.1373340603843652e-05,2.405273219996396e-06,6.0655379706004575e-05,5,1;2;3;4;5,6.065537970600e-05;9.791733222011e-06;2.405273219996e-06;3.900451391999e-05;1.623821792395e-05,331_hz,331,541_hz,541,61_hz,61,1_hz,1,331,541,61
st1_331_hz__st2_541_hz__st3_91_hz__st4_1_hz,3.5717516046008955e-05,3.73165583627691e-05,2.405273219996396e-06,0.00010425771590408043,5,1;2;3;4;5,1.042577159041e-04;9.791733222011e-06;2.405273219996e-06;4.589463996001e-05;1.623821792395e-05,331_hz,331,541_hz,541,91_hz,91,1_hz,1,331,541,91
st1_331_hz__st2_541_hz__st3_121_hz__st4_1_hz,3.7446044796001225e-05,2.2574460522046107e-05,9.791733222010852e-06,6.952482395999952e-05,5,1;2;3;4;5,6.952482396000e-05;9.791733222011e-06;3.679311767407e-05;5.488233119998e-05;1.623821792395e-05,331_hz,331,541_hz,541,121_hz,121,1_hz,1,331,541,121
st1_331_hz__st2_541_hz__st3_151_hz__st4_1_hz,4.337183852280061e-05,3.25020232079149e-05,2.405273219996396e-06,9.432614626201375e-05,5,1;2;3;4;5,6.296234304596e-05;1.893692842203e-05;2.405273219996e-06;9.432614626201e-05;3.822850166400e-05,331_hz,331,541_hz,541,151_hz,151,1_hz,1,331,541,151
st1_331_hz__st2_541_hz__st3_181_hz__st4_1_hz,4.5304627813173436e-05,1.5251926299816099e-05,3.144472718396366e-05,7.501175598588274e-05,5,1;2;3;4;5,7.501175598588e-05;3.891710644202e-05;3.935976035399e-05;4.178978910001e-05;3.144472718396e-05,331_hz,331,541_hz,541,181_hz,181,1_hz,1,331,541,181
st1_331_hz__st2_541_hz__st3_211_hz__st4_1_hz,4.364505211320217e-05,1.896612149214051e-05,2.1261238380015924e-05,7.709350858200113e-05,5,1;2;3;4;5,7.709350858200e-05;3.336627474001e-05;2.126123838002e-05;4.928421726005e-05;3.722002160393e-05,331_hz,331,541_hz,541,211_hz,211,1_hz,1,331,541,211
st1_331_hz__st2_541_hz__st3_241_hz__st4_1_hz,3.6243923421573485e-05,2.2673706956842494e-05,8.060498459994125e-06,6.616100302200348e-05,5,1;2;3;4;5,6.616100302200e-05;2.055595912199e-05;8.060498459994e-06;5.961733145994e-05;2.682482504394e-05,331_hz,331,541_hz,541,241_hz,241,1_hz,1,331,541,241
st1_331_hz__st2_541_hz__st3_271_hz__st4_1_hz,4.730704822079774e-05,2.4517448880969883e-05,1.722059585994029e-05,8.65147474259663e-05,5,1;2;3;4;5,8.651474742597e-05;2.927125870206e-05;1.722059585994e-05;4.181283810000e-05;6.171580101603e-05,331_hz,331,541_hz,541,271_hz,271,1_hz,1,331,541,271
st1_331_hz__st2_541_hz__st3_301_hz__st4_1_hz,5.935787911801029e-05,1.6298890359159368e-05,3.9695431482050093e-05,8.886227862599412e-05,5,1;2;3;4;5,8.886227862599e-05;3.969543148205e-05;5.454097920002e-05;6.104770956005e-05;5.264299672194e-05,331_hz,331,541_hz,541,301_hz,301,1_hz,1,331,541,301
st1_331_hz__st2_541_hz__st3_331_hz__st4_1_hz,4.485284170556367e-05,2.56567556892605e-05,2.458833812998412e-05,9.193362557399777e-05,5,1;2;3;4;5,9.193362557400e-05;2.458833812998e-05;2.597651261993e-05;5.263569629994e-05;2.913003590397e-05,331_hz,331,541_hz,541,331_hz,331,1_hz,1,331,541,331
st1_331_hz__st2_541_hz__st3_361_hz__st4_1_hz,5.577616223995372e-05,1.971304286681867e-05,3.2440398660024684e-05,8.860438510193623e-05,5,1;2;3;4;5,8.860438510194e-05;4.065825418197e-05;3.244039866002e-05;6.476934923988e-05;5.240842401595e-05,331_hz,331,541_hz,541,361_hz,361,1_hz,1,331,541,361
st1_331_hz__st2_541_hz__st3_391_hz__st4_1_hz,5.409773693101874e-05,3.0986329647440866e-05,1.9045357667952372e-05,0.00011221246086301832,5,1;2;3;4;5,1.122124608630e-04;4.352736538808e-05;4.626820299600e-05;4.943529774005e-05;1.904535766795e-05,331_hz,331,541_hz,541,391_hz,391,1_hz,1,331,541,391
st1_331_hz__st2_541_hz__st3_421_hz__st4_1_hz,5.9665038357587796e-05,3.3793808849598776e-05,2.353362890394062e-05,0.00010506098473198403,5,1;2;3;4;5,9.582623472602e-05;3.545949940198e-05;2.353362890394e-05;1.050609847320e-04;3.844484402402e-05,331_hz,331,541_hz,541,421_hz,421,1_hz,1,331,541,421
st1_331_hz__st2_541_hz__st3_451_hz__st4_1_hz,6.209598413880109e-05,3.608253065000567e-05,2.012375536200803e-05,0.0001255092155819891,5,1;2;3;4;5,1.255092155820e-04;2.012375536201e-05;3.546170208000e-05;6.610136862603e-05;6.328387904398e-05,331_hz,331,541_hz,541,451_hz,451,1_hz,1,331,541,451
st1_331_hz__st2_541_hz__st3_481_hz__st4_1_hz,6.789233720160813e-05,3.3059235190524516e-05,3.322346886003302e-05,0.00011947482156595207,5,1;2;3;4;5,1.194748215660e-04;4.781822202009e-05;3.322346886003e-05;9.390532663800e-05;4.503984692396e-05,331_hz,331,541_hz,541,481_hz,481,1_hz,1,331,541,481
st1_331_hz__st2_541_hz__st3_511_hz__st4_1_hz,7.250684445359173e-05,2.6733456941563265e-05,3.8808896742006245e-05,0.00011110730436002527,5,1;2;3;4;5,9.147648990603e-05;3.880889674201e-05;4.826113502397e-05;1.111073043600e-04;7.288039623592e-05,331_hz,331,541_hz,541,511_hz,511,1_hz,1,331,541,511
st1_331_hz__st2_541_hz__st3_541_hz__st4_1_hz,5.7660415174800585e-05,3.655890606266031e-05,1.5590165580053884e-05,0.00011478525452998519,5,1;2;3;4;5,1.147852545300e-04;4.002747372002e-05;1.559016558005e-05;8.478919548000e-05;3.310998656394e-05,331_hz,331,541_hz,541,541_hz,541,1_hz,1,331,541,541
st1_331_hz__st2_541_hz__st3_571_hz__st4_1_hz,6.647509045216476e-05,3.5228751369265155e-05,3.035290590004958e-05,0.00013015611404991467,5,1;2;3;4;5,1.301561140499e-04;3.744512928704e-05;3.035290590005e-05;6.805293605987e-05;6.636836696395e-05,331_hz,331,541_hz,541,571_hz,571,1_hz,1,331,541,571
st1_331_hz__st2_571_hz__st3_1_hz__st4_1_hz,2.0464230620880763e-05,1.835812492982476e-05,0.0,4.900611657240108e-05,5,1;2;3;4;5,4.900611657240e-05;0.000000000000e+00;9.696525047997e-06;8.922865679928e-06;3.469564580408e-05,331_hz,331,571_hz,571,1_hz,1,1_hz,1,331,571,1
